clean_title,skill_name,jobs,share_pct
data scientist,Spark,44,9.7
data scientist,PyTorch,34,7.5
data scientist,TensorFlow,33,7.3
data scientist,Java,33,7.3
database administrator,SQL,99,59.3
database administrator,Oracle,57,34.1
database administrator,Linux,26,15.6
database administrator,AWS,24,14.4
database administrator,PostgreSQL,20,12.0
database administrator,Windows,20,12.0
database administrator,Azure,18,10.8
database administrator,Data Modeling,16,9.6
database administrator,ETL,15,9.0
database administrator,Unix,14,8.4
database administrator,NoSQL,13,7.8
database administrator,MySQL,13,7.8
database administrator,Python,11,6.6
database administrator,DevOps,10,6.0
database administrator,CI/CD,7,4.2
database developer,SQL,27,71.1
database developer,ETL,9,23.7
database developer,Python,7,18.4
database developer,Java,7,18.4
database developer,Oracle,6,15.8
database developer,Data Modeling,6,15.8
database developer,MySQL,5,13.2
database developer,SSIS,5,13.2
database developer,AWS,5,13.2
database developer,Azure,4,10.5
database developer,PostgreSQL,4,10.5
database developer,JavaScript,4,10.5
database developer,Jira,4,10.5
database developer,Data Warehousing,3,7.9
database developer,Snowflake,3,7.9
database engineer,SQL,24,48.0
database engineer,Oracle,8,16.0
database engineer,AWS,7,14.0
database engineer,ETL,6,12.0
database engineer,Linux,6,12.0
database engineer,Python,6,12.0
database engineer,Azure,5,10.0
database engineer,DevOps,4,8.0
database engineer,MySQL,4,8.0
database engineer,Big Data,4,8.0
database engineer,MongoDB,4,8.0
database engineer,Data Analysis,4,8.0
database engineer,PostgreSQL,3,6.0
database engineer,Excel,3,6.0
database engineer,Data Warehousing,3,6.0
design release engineer,Data Analysis,1,5.9
design release engineer,System Design,1,5.9
desktop support,Windows,19,54.3
desktop support,Active Directory,12,34.3
desktop support,ServiceNow,7,20.0
desktop support,Excel,4,11.4
desktop support,Azure,2,5.7
desktop support,Cybersecurity,2,5.7
desktop support,SAP,1,2.9
desktop support,SQL,1,2.9
desktop support,PowerShell,1,2.9
desktop support analyst,Windows,12,48.0
desktop support analyst,Active Directory,7,28.0
desktop support analyst,Excel,3,12.0
desktop support analyst,ServiceNow,2,8.0
desktop support analyst,Firewalls,2,8.0
desktop support analyst,PowerShell,2,8.0
desktop support analyst,VMware,1,4.0
desktop support analyst,Linux,1,4.0
desktop support analyst,SQL,1,4.0
desktop support specialist,Windows,36,48.0
desktop support specialist,Active Directory,28,37.3
desktop support specialist,ServiceNow,11,14.7
desktop support specialist,Excel,6,8.0
desktop support specialist,Jira,3,4.0
desktop support specialist,Firewalls,3,4.0
desktop support specialist,Cybersecurity,2,2.7
desktop support specialist,Swift,1,1.3
desktop support specialist,Salesforce,1,1.3
desktop support specialist,Unix,1,1.3
desktop support specialist,PowerShell,1,1.3
desktop support specialist,Linux,1,1.3
desktop support specialist,SAP,1,1.3
desktop support technician,Windows,42,42.4
desktop support technician,Active Directory,25,25.3
desktop support technician,ServiceNow,5,5.1
desktop support technician,Excel,4,4.0
desktop support technician,Cybersecurity,4,4.0
desktop support technician,Linux,3,3.0
desktop support technician,Azure,3,3.0
desktop support technician,MCP,2,2.0
desktop support technician,Unix,2,2.0
desktop support technician,Jira,2,2.0
desktop support technician,Python,2,2.0
desktop support technician,Incident Response,1,1.0
desktop support technician,Swift,1,1.0
desktop support technician,Oracle,1,1.0
desktop support technician,VMware,1,1.0
developer,SQL,68,29.1
developer,.NET,51,21.8
developer,Java,50,21.4
developer,JavaScript,40,17.1
developer,AWS,28,12.0
developer,React,26,11.1
developer,Python,24,10.3
developer,Azure,23,9.8
developer,Angular,22,9.4
developer,Oracle,22,9.4
developer,CSS,20,8.5
developer,HTML,20,8.5
developer,Git,19,8.1
developer,CI/CD,18,7.7
developer,TypeScript,17,7.3
devops engineer,DevOps,224,92.6
devops engineer,CI/CD,107,44.2
devops engineer,AWS,99,40.9
devops engineer,Python,92,38.0
devops engineer,Terraform,88,36.4
devops engineer,Kubernetes,85,35.1
devops engineer,Docker,69,28.5
devops engineer,Jenkins,67,27.7
devops engineer,Linux,59,24.4
devops engineer,Ansible,58,24.0
devops engineer,Azure,51,21.1
devops engineer,Bash,44,18.2
devops engineer,Java,36,14.9
devops engineer,Git,35,14.5
devops engineer,GitHub,30,12.4
digital product manager,User Research,3,21.4
digital product manager,Segment,1,7.1
digital product manager,A/B Testing,1,7.1
dotnet developer,.NET,47,92.2
dotnet developer,SQL,38,74.5
dotnet developer,JavaScript,20,39.2
dotnet developer,Azure,18,35.3
dotnet developer,HTML,15,29.4
dotnet developer,CSS,14,27.5
dotnet developer,jQuery,12,23.5
dotnet developer,Angular,10,19.6
dotnet developer,Git,8,15.7
dotnet developer,Windows,7,13.7
dotnet developer,Unit Testing,7,13.7
dotnet developer,MySQL,5,9.8
dotnet developer,Microservices,5,9.8
dotnet developer,React,5,9.8
dotnet developer,REST API,4,7.8
electrical systems engineer,System Design,4,12.9
electrical systems engineer,Windows,2,6.5
electrical systems engineer,C++,2,6.5
electrical systems engineer,Confluence,1,3.2
electrical systems engineer,HTML,1,3.2
electrical systems engineer,Data Analysis,1,3.2
electrical systems engineer,Prototyping,1,3.2
electrical systems engineer,Linux,1,3.2
electrical systems engineer,Python,1,3.2
electrical systems engineer,MATLAB,1,3.2
electrical systems engineer,Spring,1,3.2
electrical test engineer,Python,5,25.0
electrical test engineer,Data Analysis,3,15.0
electrical test engineer,System Design,3,15.0
electrical test engineer,Prototyping,2,10.0
electrical test engineer,Windows,1,5.0
electrical test engineer,C++,1,5.0
electrical test engineer,Machine Learning,1,5.0
embedded engineer,C++,25,61.0
embedded engineer,Linux,12,29.3
embedded engineer,Python,7,17.1
embedded engineer,Unit Testing,5,12.2
embedded engineer,Bash,5,12.2
embedded engineer,Software Architecture,4,9.8
embedded engineer,CI/CD,4,9.8
embedded engineer,Windows,3,7.3
embedded engineer,Prototyping,3,7.3
embedded engineer,MATLAB,3,7.3
embedded engineer,Deep Learning,3,7.3
embedded engineer,Agile / Scrum,3,7.3
embedded engineer,Jira,2,4.9
embedded engineer,Cybersecurity,2,4.9
embedded engineer,GitLab,2,4.9
embedded software engineer,C++,146,49.8
embedded software engineer,Linux,67,22.9
embedded software engineer,Python,53,18.1
embedded software engineer,Git,29,9.9
embedded software engineer,MATLAB,26,8.9
embedded software engineer,Prototyping,16,5.5
embedded software engineer,Software Architecture,15,5.1
embedded software engineer,Jira,13,4.4
embedded software engineer,Windows,12,4.1
embedded software engineer,Unit Testing,11,3.8
embedded software engineer,System Design,9,3.1
embedded software engineer,Excel,9,3.1
embedded software engineer,Java,8,2.7
embedded software engineer,GitHub,8,2.7
embedded software engineer,Cybersecurity,7,2.4
embedded systems engineer,C++,16,38.1
embedded systems engineer,Linux,11,26.2
embedded systems engineer,Python,7,16.7
embedded systems engineer,Cybersecurity,6,14.3
embedded systems engineer,Jira,5,11.9
embedded systems engineer,Workday,4,9.5
embedded systems engineer,Machine Learning,3,7.1
embedded systems engineer,CI/CD,3,7.1
embedded systems engineer,Git,3,7.1
embedded systems engineer,System Design,3,7.1
embedded systems engineer,XML,3,7.1
embedded systems engineer,Windows,2,4.8
embedded systems engineer,GitLab,2,4.8
embedded systems engineer,Prototyping,2,4.8
embedded systems engineer,Azure,1,2.4
engineer,Java,9,16.7
engineer,Python,9,16.7
engineer,Distributed Systems,8,14.8
engineer,Azure,7,13.0
engineer,C++,7,13.0
engineer,Cybersecurity,5,9.3
engineer,AWS,4,7.4
engineer,Kubernetes,4,7.4
engineer,Machine Learning,4,7.4
engineer,Kafka,3,5.6
engineer,TypeScript,3,5.6
engineer,JavaScript,3,5.6
engineer,Docker,3,5.6
engineer,NoSQL,2,3.7
engineer,SQL,2,3.7
engineer generative ai engineer,Machine Learning,27,100.0
engineer generative ai engineer,Fine-tuning,20,74.1
engineer generative ai engineer,Scala,3,11.1
engineer generative ai engineer,Python,3,11.1
engineer generative ai engineer,Java,2,7.4
erp business analyst,Oracle,6,18.2
erp business analyst,SAP,5,15.2
erp business analyst,Data Analysis,4,12.1
erp business analyst,SQL,3,9.1
erp business analyst,Power BI,2,6.1
erp business analyst,Segment,1,3.0
erp business analyst,Salesforce,1,3.0
erp business analyst,ServiceNow,1,3.0
etl developer,ETL,29,93.5
etl developer,SQL,21,67.7
etl developer,Oracle,12,38.7
etl developer,Informatica,10,32.3
etl developer,Data Modeling,9,29.0
etl developer,Snowflake,7,22.6
etl developer,Data Warehousing,6,19.4
etl developer,Python,6,19.4
etl developer,SSIS,6,19.4
etl developer,Azure,4,12.9
etl developer,AWS,3,9.7
etl developer,Big Data,2,6.5
etl developer,Data Analysis,2,6.5
etl developer,Tableau,2,6.5
etl developer,Java,2,6.5
financial business analyst,Data Analysis,4,19.0
financial business analyst,Excel,4,19.0
financial business analyst,SQL,3,14.3
financial business analyst,Oracle,2,9.5
financial business analyst,ETL,2,9.5
financial business analyst,SAP,2,9.5
financial business analyst,Power BI,1,4.8
financial business analyst,Tableau,1,4.8
financial business analyst,NetSuite,1,4.8
financial business analyst,Unix,1,4.8
financial business analyst,Java,1,4.8
financial business analyst,Windows,1,4.8
financial business analyst,XML,1,4.8
financial business analyst,Risk Management,1,4.8
financial business analyst,Data Modeling,1,4.8
financial data analyst,Excel,14,48.3
financial data analyst,Power BI,12,41.4
financial data analyst,SQL,12,41.4
financial data analyst,Data Analysis,11,37.9
financial data analyst,Tableau,6,20.7
financial data analyst,Python,4,13.8
financial data analyst,Statistical Analysis,4,13.8
financial data analyst,Data Visualization,3,10.3
financial data analyst,Segment,1,3.4
financial data analyst,SAP,1,3.4
financial data analyst,AWS,1,3.4
financial data analyst,Redshift,1,3.4
financial data analyst,MATLAB,1,3.4
financial data analyst,Data Warehousing,1,3.4
financial data analyst,Google Analytics,1,3.4
firmware design engineer,C++,3,30.0
firmware design engineer,System Design,2,20.0
firmware design engineer,Bash,1,10.0
firmware design engineer,Python,1,10.0
firmware engineer,C++,64,43.0
firmware engineer,Linux,29,19.5
firmware engineer,Python,24,16.1
firmware engineer,MATLAB,14,9.4
firmware engineer,System Design,13,8.7
firmware engineer,Windows,13,8.7
firmware engineer,Unit Testing,13,8.7
firmware engineer,Git,7,4.7
firmware engineer,Machine Learning,6,4.0
firmware engineer,Prototyping,6,4.0
firmware engineer,Jira,4,2.7
firmware engineer,Agile / Scrum,3,2.0
firmware engineer,JavaScript,3,2.0
firmware engineer,DevOps,3,2.0
firmware engineer,Linear,3,2.0
flight test engineer,Data Analysis,9,23.1
flight test engineer,System Design,2,5.1
flight test engineer,MATLAB,2,5.1
flight test engineer,Risk Management,1,2.6
flight test engineer,Prototyping,1,2.6
flight test engineer,C++,1,2.6
flight test engineer,SAP,1,2.6
flight test engineer,Python,1,2.6
front end developer,CSS,11,47.8
front end developer,JavaScript,10,43.5
front end developer,React,9,39.1
front end developer,HTML,8,34.8
front end developer,AWS,6,26.1
front end developer,Git,5,21.7
front end developer,Angular,5,21.7
front end developer,JSON,4,17.4
front end developer,CI/CD,4,17.4
front end developer,TypeScript,4,17.4
front end developer,Software Architecture,3,13.0
front end developer,Unit Testing,3,13.0
front end developer,jQuery,2,8.7
front end developer,Azure,2,8.7
front end developer,DevOps,2,8.7
frontend,CSS,2,14.3
frontend,Angular,2,14.3
frontend,TypeScript,1,7.1
frontend,Jenkins,1,7.1
frontend,Git,1,7.1
frontend,React,1,7.1
frontend,Vue,1,7.1
frontend,HTML,1,7.1
frontend,JavaScript,1,7.1
frontend,Kanban,1,7.1
frontend developer,JavaScript,69,63.9
frontend developer,React,64,59.3
frontend developer,CSS,54,50.0
frontend developer,HTML,46,42.6
frontend developer,Angular,39,36.1
frontend developer,TypeScript,39,36.1
frontend developer,Vue,14,13.0
frontend developer,AWS,13,12.0
frontend developer,Git,13,12.0
frontend developer,PHP,11,10.2
frontend developer,Node.js,10,9.3
frontend developer,Java,10,9.3
frontend developer,Azure,9,8.3
frontend developer,jQuery,9,8.3
frontend developer,SQL,9,8.3
frontend engineer,React,54,78.3
frontend engineer,JavaScript,37,53.6
frontend engineer,TypeScript,30,43.5
frontend engineer,CSS,24,34.8
frontend engineer,HTML,15,21.7
frontend engineer,Vue,10,14.5
frontend engineer,Angular,10,14.5
frontend engineer,Node.js,9,13.0
frontend engineer,AWS,7,10.1
frontend engineer,Git,7,10.1
frontend engineer,CI/CD,6,8.7
frontend engineer,GraphQL,5,7.2
frontend engineer,Python,5,7.2
frontend engineer,DevOps,4,5.8
frontend engineer,Machine Learning,4,5.8
frontend manager,Excel,1,5.9
frontend software engineer,React,10,41.7
frontend software engineer,Machine Learning,7,29.2
frontend software engineer,JavaScript,6,25.0
frontend software engineer,Java,4,16.7
frontend software engineer,TypeScript,4,16.7
frontend software engineer,AWS,3,12.5
frontend software engineer,CSS,3,12.5
frontend software engineer,Angular,3,12.5
frontend software engineer,Snowflake,3,12.5
frontend software engineer,Python,2,8.3
frontend software engineer,HTML,2,8.3
frontend software engineer,Databricks,2,8.3
frontend software engineer,SageMaker,2,8.3
frontend software engineer,CI/CD,2,8.3
frontend software engineer,Splunk,2,8.3
full stack developer,React,14,56.0
full stack developer,SQL,9,36.0
full stack developer,HTML,7,28.0
full stack developer,JavaScript,7,28.0
full stack developer,CSS,6,24.0
full stack developer,Angular,6,24.0
full stack developer,AWS,6,24.0
full stack developer,.NET,5,20.0
full stack developer,TypeScript,5,20.0
full stack developer,Node.js,5,20.0
full stack developer,Azure,4,16.0
full stack developer,Docker,4,16.0
full stack developer,CI/CD,3,12.0
full stack developer,DevOps,3,12.0
full stack developer,Java,3,12.0
full stack engineer,React,11,40.7
full stack engineer,TypeScript,7,25.9
full stack engineer,JavaScript,7,25.9
full stack engineer,Node.js,7,25.9
full stack engineer,AWS,5,18.5
full stack engineer,SQL,5,18.5
full stack engineer,Angular,4,14.8
full stack engineer,Docker,4,14.8
full stack engineer,Java,3,11.1
full stack engineer,GitHub,2,7.4
full stack engineer,Django,2,7.4
full stack engineer,.NET,2,7.4
full stack engineer,MySQL,2,7.4
full stack engineer,NoSQL,2,7.4
full stack engineer,MongoDB,2,7.4
full stack software engineer,React,8,47.1
full stack software engineer,Java,4,23.5
full stack software engineer,JavaScript,4,23.5
full stack software engineer,.NET,3,17.6
full stack software engineer,GraphQL,3,17.6
full stack software engineer,TypeScript,3,17.6
full stack software engineer,Python,3,17.6
full stack software engineer,NoSQL,3,17.6
full stack software engineer,Machine Learning,2,11.8
full stack software engineer,AWS,2,11.8
full stack software engineer,PostgreSQL,2,11.8
full stack software engineer,Node.js,2,11.8
full stack software engineer,Azure,2,11.8
full stack software engineer,Angular,2,11.8
full stack software engineer,SQL,2,11.8
fullstack developer,JavaScript,82,37.4
fullstack developer,Java,79,36.1
fullstack developer,React,74,33.8
fullstack developer,SQL,70,32.0
fullstack developer,Angular,60,27.4
fullstack developer,AWS,51,23.3
fullstack developer,Python,46,21.0
fullstack developer,CSS,43,19.6
fullstack developer,Spring,41,18.7
fullstack developer,HTML,39,17.8
fullstack developer,.NET,36,16.4
fullstack developer,TypeScript,35,16.0
fullstack developer,Azure,33,15.1
fullstack developer,DevOps,33,15.1
fullstack developer,Git,29,13.2
fullstack engineer,React,61,39.6
fullstack engineer,JavaScript,58,37.7
fullstack engineer,AWS,50,32.5
fullstack engineer,TypeScript,44,28.6
fullstack engineer,SQL,40,26.0
fullstack engineer,CSS,37,24.0
fullstack engineer,Java,36,23.4
fullstack engineer,Python,34,22.1
fullstack engineer,Angular,34,22.1
fullstack engineer,HTML,30,19.5
fullstack engineer,Node.js,28,18.2
fullstack engineer,Azure,27,17.5
fullstack engineer,DevOps,24,15.6
fullstack engineer,CI/CD,24,15.6
fullstack engineer,Kubernetes,22,14.3
fullstack java developer,Java,27,96.4
fullstack java developer,Spring,18,64.3
fullstack java developer,Microservices,14,50.0
fullstack java developer,Angular,13,46.4
fullstack java developer,SQL,12,42.9
fullstack java developer,Spring Boot,10,35.7
fullstack java developer,CI/CD,8,28.6
fullstack java developer,Git,7,25.0
fullstack java developer,JavaScript,7,25.0
fullstack java developer,Jenkins,6,21.4
fullstack java developer,AWS,6,21.4
fullstack java developer,React,5,17.9
fullstack java developer,Azure,5,17.9
fullstack java developer,Oracle,4,14.3
fullstack java developer,Kubernetes,4,14.3
fullstack software engineer,React,30,44.8
fullstack software engineer,JavaScript,23,34.3
fullstack software engineer,AWS,17,25.4
fullstack software engineer,Angular,17,25.4
fullstack software engineer,TypeScript,15,22.4
fullstack software engineer,Java,14,20.9
fullstack software engineer,CI/CD,11,16.4
fullstack software engineer,CSS,11,16.4
fullstack software engineer,Azure,11,16.4
fullstack software engineer,HTML,10,14.9
fullstack software engineer,Kubernetes,10,14.9
fullstack software engineer,Python,9,13.4
fullstack software engineer,Machine Learning,7,10.4
fullstack software engineer,Docker,6,9.0
fullstack software engineer,SQL,6,9.0
gameplay programmer,C++,13,61.9
gameplay programmer,Prototyping,6,28.6
gameplay programmer,GitHub,2,9.5
golang developer,AWS,10,50.0
golang developer,Java,9,45.0
golang developer,SQL,9,45.0
golang developer,Python,6,30.0
golang developer,CI/CD,5,25.0
golang developer,NoSQL,5,25.0
golang developer,Kubernetes,5,25.0
golang developer,Docker,4,20.0
golang developer,Linux,3,15.0
golang developer,Unit Testing,3,15.0
golang developer,Git,3,15.0
golang developer,DynamoDB,3,15.0
golang developer,GitHub,3,15.0
golang developer,DevOps,3,15.0
golang developer,Agile / Scrum,3,15.0
guidewire business analyst,SQL,2,40.0
guidewire business analyst,Unit Testing,1,20.0
guidewire business analyst,ETL,1,20.0
healthcare data analyst,SQL,9,42.9
healthcare data analyst,Data Analysis,5,23.8
healthcare data analyst,Python,5,23.8
healthcare data analyst,Excel,3,14.3
healthcare data analyst,SAS,3,14.3
healthcare data analyst,Power BI,2,9.5
healthcare data analyst,Data Modeling,2,9.5
healthcare data analyst,Data Visualization,2,9.5
healthcare data analyst,Risk Management,2,9.5
healthcare data analyst,Spark,2,9.5
healthcare data analyst,Big Data,2,9.5
healthcare data analyst,Hadoop,2,9.5
healthcare data analyst,Machine Learning,2,9.5
healthcare data analyst,Data Warehousing,2,9.5
healthcare data analyst,Tableau,2,9.5
help desk analyst,Windows,14,35.0
help desk analyst,Active Directory,12,30.0
help desk analyst,ServiceNow,6,15.0
help desk analyst,Excel,4,10.0
help desk analyst,VMware,4,10.0
help desk analyst,SQL,2,5.0
help desk analyst,Linux,2,5.0
help desk analyst,Firewalls,1,2.5
help desk manager,Windows,5,26.3
help desk manager,MCP,5,26.3
help desk manager,Incident Response,4,21.1
help desk manager,Azure,2,10.5
help desk manager,Active Directory,2,10.5
help desk manager,Excel,1,5.3
help desk manager,Firewalls,1,5.3
help desk manager,VMware,1,5.3
help desk specialist,Windows,14,50.0
help desk specialist,Active Directory,13,46.4
help desk specialist,Excel,2,7.1
help desk specialist,ServiceNow,2,7.1
help desk specialist,Incident Response,2,7.1
help desk specialist,Workday,1,3.6
help desk specialist,Unix,1,3.6
help desk specialist,Azure,1,3.6
help desk specialist,Linux,1,3.6
help desk specialist,SQL,1,3.6
help desk specialist,Firewalls,1,3.6
help desk technician,Windows,21,38.9
help desk technician,Active Directory,10,18.5
help desk technician,Excel,7,13.0
help desk technician,Azure,4,7.4
help desk technician,AWS,4,7.4
help desk technician,Linux,4,7.4
help desk technician,Firewalls,2,3.7
help desk technician,Cybersecurity,2,3.7
help desk technician,MCP,2,3.7
help desk technician,Jira,2,3.7
help desk technician,Risk Management,2,3.7
help desk technician,SIEM,2,3.7
help desk technician,Unix,1,1.9
help desk technician,VMware,1,1.9
help desk technician,Fine-tuning,1,1.9
industrial security analyst,SAP,6,28.6
industrial security analyst,CSS,2,9.5
industrial security analyst,Big Data,1,4.8
information security analyst,Cybersecurity,52,28.9
information security analyst,Incident Response,41,22.8
information security analyst,Risk Management,34,18.9
information security analyst,SIEM,26,14.4
information security analyst,Azure,16,8.9
information security analyst,CISSP,15,8.3
information security analyst,Firewalls,14,7.8
information security analyst,Windows,11,6.1
information security analyst,Linux,9,5.0
information security analyst,Splunk,8,4.4
information security analyst,AWS,8,4.4
information security analyst,Kubernetes,4,2.2
information security analyst,VMware,4,2.2
information security analyst,Data Governance,3,1.7
information security analyst,Active Directory,3,1.7
information security engineer,Cybersecurity,8,38.1
information security engineer,Incident Response,6,28.6
information security engineer,Firewalls,2,9.5
information security engineer,Risk Management,2,9.5
information security engineer,Software Architecture,1,4.8
information security engineer,Linux,1,4.8
information security engineer,Windows,1,4.8
information security engineer,System Design,1,4.8
information security engineer,SIEM,1,4.8
information security engineer,Azure,1,4.8
information technology,CSS,1,33.3
information technology,Cybersecurity,1,33.3
infrastructure engineer,Windows,46,33.3
infrastructure engineer,VMware,40,29.0
infrastructure engineer,Linux,34,24.6
infrastructure engineer,Azure,31,22.5
infrastructure engineer,Active Directory,26,18.8
infrastructure engineer,Firewalls,17,12.3
infrastructure engineer,DevOps,15,10.9
infrastructure engineer,PowerShell,14,10.1
infrastructure engineer,Kubernetes,13,9.4
infrastructure engineer,AWS,11,8.0
infrastructure engineer,Docker,10,7.2
infrastructure engineer,SQL,9,6.5
infrastructure engineer,Python,9,6.5
infrastructure engineer,Bash,8,5.8
infrastructure engineer,Ansible,7,5.1
infrastructure security engineer,Firewalls,2,33.3
integration developer,SAP,8,23.5
integration developer,Azure,8,23.5
integration developer,SQL,8,23.5
integration developer,Java,5,14.7
integration developer,XML,4,11.8
integration developer,JavaScript,3,8.8
integration developer,Python,3,8.8
integration developer,JSON,3,8.8
integration developer,DevOps,3,8.8
integration developer,Windows,2,5.9
integration developer,.NET,2,5.9
integration developer,ETL,2,5.9
integration developer,Workday,2,5.9
integration developer,System Design,1,2.9
integration developer,Linux,1,2.9
ios developer,Swift,26,96.3
ios developer,Git,5,18.5
ios developer,GitHub,4,14.8
ios developer,JSON,4,14.8
ios developer,CI/CD,3,11.1
ios developer,XML,2,7.4
ios developer,Jira,2,7.4
ios developer,REST API,2,7.4
ios developer,Jenkins,2,7.4
ios developer,Unix,1,3.7
ios developer,React,1,3.7
ios developer,Linux,1,3.7
ios developer,Firebase,1,3.7
ios developer,GitLab,1,3.7
ios developer,GraphQL,1,3.7
it analyst,Data Analysis,5,15.6
it analyst,SQL,4,12.5
it analyst,Windows,4,12.5
it analyst,Active Directory,2,6.2
it analyst,JavaScript,2,6.2
it analyst,C++,1,3.1
it analyst,Firewalls,1,3.1
it analyst,Azure,1,3.1
it analyst,Swift,1,3.1
it analyst,React,1,3.1
it analyst,Linear,1,3.1
it analyst,XML,1,3.1
it analyst,Salesforce,1,3.1
it analyst,Segment,1,3.1
it analyst,Jira,1,3.1
it business analyst,SQL,12,8.9
it business analyst,Excel,10,7.4
it business analyst,Jira,9,6.7
it business analyst,Data Analysis,7,5.2
it business analyst,Oracle,6,4.4
it business analyst,Salesforce,6,4.4
it business analyst,Agile / Scrum,5,3.7
it business analyst,Power BI,5,3.7
it business analyst,Tableau,5,3.7
it business analyst,Azure,4,3.0
it business analyst,AWS,4,3.0
it business analyst,Workday,4,3.0
it business analyst,SAP,3,2.2
it business analyst,Confluence,3,2.2
it business analyst,ServiceNow,3,2.2
it developer,SQL,10,47.6
it developer,Azure,6,28.6
it developer,JavaScript,4,19.0
it developer,HTML,4,19.0
it developer,CSS,4,19.0
it developer,.NET,4,19.0
it developer,AWS,3,14.3
it developer,Linux,3,14.3
it developer,Java,3,14.3
it developer,DevOps,3,14.3
it developer,jQuery,3,14.3
it developer,Power BI,2,9.5
it developer,SSIS,2,9.5
it developer,Excel,2,9.5
it developer,System Design,2,9.5
it infrastructure engineer,Windows,12,46.2
it infrastructure engineer,Active Directory,10,38.5
it infrastructure engineer,VMware,8,30.8
it infrastructure engineer,Azure,6,23.1
it infrastructure engineer,AWS,4,15.4
it infrastructure engineer,Firewalls,3,11.5
it infrastructure engineer,Cybersecurity,3,11.5
it infrastructure engineer,PowerShell,2,7.7
it infrastructure engineer,Linux,2,7.7
it infrastructure engineer,Terraform,2,7.7
it infrastructure engineer,Zero Trust,1,3.8
it infrastructure engineer,Grafana,1,3.8
it infrastructure engineer,Kubernetes,1,3.8
it infrastructure engineer,Splunk,1,3.8
it infrastructure engineer,Ansible,1,3.8
it security analyst,Incident Response,14,31.1
it security analyst,Cybersecurity,10,22.2
it security analyst,SIEM,9,20.0
it security analyst,Firewalls,7,15.6
it security analyst,Penetration Testing,6,13.3
it security analyst,Risk Management,5,11.1
it security analyst,Azure,4,8.9
it security analyst,CISSP,3,6.7
it security analyst,Splunk,3,6.7
it security analyst,Windows,3,6.7
it security analyst,Excel,2,4.4
it security analyst,Active Directory,2,4.4
it security analyst,Data Governance,2,4.4
it security analyst,Oracle,2,4.4
it security analyst,AWS,1,2.2
it specialist,Windows,46,22.4
it specialist,Active Directory,34,16.6
it specialist,Cybersecurity,19,9.3
it specialist,VMware,11,5.4
it specialist,Azure,10,4.9
it specialist,Excel,10,4.9
it specialist,Linux,8,3.9
it specialist,Incident Response,8,3.9
it specialist,SQL,8,3.9
it specialist,SAP,4,2.0
it specialist,ServiceNow,4,2.0
it specialist,PHP,4,2.0
it specialist,Oracle,4,2.0
it specialist,Firewalls,3,1.5
it specialist,Machine Learning,3,1.5
it support analyst,Windows,18,50.0
it support analyst,Active Directory,13,36.1
it support analyst,Excel,5,13.9
it support analyst,Azure,3,8.3
it support analyst,Linux,3,8.3
it support analyst,SQL,2,5.6
it support analyst,Firewalls,2,5.6
it support analyst,ServiceNow,1,2.8
it support analyst,Incident Response,1,2.8
it support engineer,Windows,12,48.0
it support engineer,Azure,8,32.0
it support engineer,Active Directory,6,24.0
it support engineer,Firewalls,4,16.0
it support engineer,Linux,3,12.0
it support engineer,AWS,2,8.0
it support engineer,Cybersecurity,1,4.0
it support engineer,Power BI,1,4.0
it support engineer,SAP,1,4.0
it support engineer,Segment,1,4.0
it support engineer,VMware,1,4.0
it support specialist,Windows,20,31.7
it support specialist,Active Directory,11,17.5
it support specialist,Azure,6,9.5
it support specialist,ServiceNow,5,7.9
it support specialist,Firewalls,3,4.8
it support specialist,Cybersecurity,3,4.8
it support specialist,Jira,2,3.2
it support specialist,VMware,2,3.2
it support specialist,MCP,1,1.6
it support specialist,Machine Learning,1,1.6
it support specialist,Incident Response,1,1.6
it support specialist,System Design,1,1.6
it support specialist,User Research,1,1.6
it support specialist,SAP,1,1.6
it support specialist,Risk Management,1,1.6
it support technician,Windows,20,51.3
it support technician,Active Directory,6,15.4
it support technician,Azure,4,10.3
it support technician,Firewalls,4,10.3
it support technician,Excel,3,7.7
it support technician,System Design,3,7.7
it support technician,Jira,3,7.7
it support technician,ServiceNow,3,7.7
it support technician,Unix,2,5.1
it support technician,AWS,2,5.1
it support technician,VMware,2,5.1
it support technician,SQL,2,5.1
it support technician,Salesforce,1,2.6
it support technician,Linux,1,2.6
it support technician,MCP,1,2.6
it systems administrator,Windows,10,40.0
it systems administrator,Azure,9,36.0
it systems administrator,VMware,8,32.0
it systems administrator,Firewalls,5,20.0
it systems administrator,Linux,5,20.0
it systems administrator,PowerShell,3,12.0
it systems administrator,SQL,3,12.0
it systems administrator,AWS,2,8.0
it systems administrator,Active Directory,2,8.0
it systems administrator,Cybersecurity,2,8.0
it systems administrator,DevOps,1,4.0
it systems administrator,Oracle,1,4.0
it systems administrator,SIEM,1,4.0
it systems administrator,Risk Management,1,4.0
it systems engineer,Windows,17,36.2
it systems engineer,Linux,10,21.3
it systems engineer,Active Directory,8,17.0
it systems engineer,PowerShell,7,14.9
it systems engineer,VMware,6,12.8
it systems engineer,Azure,5,10.6
it systems engineer,Firewalls,4,8.5
it systems engineer,Python,3,6.4
it systems engineer,Excel,3,6.4
it systems engineer,Ansible,2,4.3
it systems engineer,AWS,2,4.3
it systems engineer,DevOps,2,4.3
it systems engineer,Oracle,2,4.3
it systems engineer,Terraform,1,2.1
it systems engineer,Spring,1,2.1
