clean_title,title,postings,adverts,companies,job_family,coherence,median_salary,salaried_adverts,remote_pct,rep_job_link,rep_company,summary
sql developer,SQL Developer,26,26,22,engineering,0.771,112320.0,4,0.0,https://www.linkedin.com/jobs/view/sql-developer-at-sunrise-systems-inc-3799910035,"Sunrise Systems, Inc.","We are hiring for a SQL Database Programmer with strong .NET and C# experience local to Phoenix, AZ.
Job Details:
Job Title: Database Programmer - Microsoft SQL
Job Duration: 4+ Months on W2 only
Job Location: Phoenix, AZ 85003
Job Description:
The Database Programmer is a key IT team member at the client.
This role requires collaboration with programmers, database administrators, and business analysts to improve our data solutions.
Responsibilities include:
Team collaboration to enhance data solutions.
Designing data models for the court's needs.
Tuning SQL stored procedures and functions.
Writing effective SQL queries for business needs.
Troubleshooting database issues to identify causes.
Optimizing queries and procedures for performance.
Supporting developers with application architecture, coding, and query tuning.
Managing SSIS packages and SSRS reports.
Developing .NET, C# applications.
Solving complex technical problems.
Innovating processes for daily operations.
Following best practices in software development lifecycle.
Mentoring and training junior staff.
Communicating technical concepts to non-technical users.
Ensuring database design compliance with standards.
Additional duties may be assigned as needed, with the expectation of flexibility and a commitment to team success.
Experience/Education Required:
A minimum of two years of experience in Microsoft SQL Server development.
A proven track record in SQL development and optimization An option for an equivalent combination of post-secondary education and job-related experience, substitutable on a year-for-year basis.
Bachelor's degree in Computer Science, Information Systems, or a technology-related discipline.
Show more
Show less"
it systems administrator,IT Systems Administrator,26,25,22,network_infra,0.723,87000.0,8,11.5,https://www.linkedin.com/jobs/view/senior-it-systems-administrator-at-tilley-distribution-3795902603,Tilley Distribution,"Job Summary
The Senior IT System Administrator is responsible for overseeing and managing the computer system operations in the organization. Monitor the performance of software, hardware, network, and servers. Install and configure new servers and applications as needed. Provide technical consulting and troubleshooting for various IT tools, such as Office 365, Azure, AD, in-house applications, and Powershell/Scripting. The IT Senior System Administrator will also be responsible for assisting in Cyber Security tasks.
Essential Functions / General Accountabilities
Configure internal systems
Diagnose and troubleshoot technical issues
Act as level 3 support for internal service desk
Upgrade and manage the network infrastructure
Install and manage servers, network devices, and firewalls
Train new system users and set up their accounts
Monitor the performance of servers, software, and hardware
Ensure the smooth deployment of new applications
Update technical documentation
Assist in Cyber Security tasks
Maintain good working relationships with external vendors
Job Qualifications
Work experience as a Senior System Administrator
Good knowledge of at least one scripting language
Solid understanding of LAN/WAN networks
Microsoft severs and ecosystems
Knowledge of system security techniques
Team management abilities
Skills
Good problem-solving and communication skills
Location
Norwood, NJ
Work Environment
Standard office setting
Physical Requirements
Sedentary office work that primarily involves sitting for prolonged periods of time
Keyboarding. Entering text or data into a computer by means of a traditional keyboard.
Speaking. Expressing or exchanging ideas by means of the spoken word to impart oral information to clients or the public and to convey detailed spoken instructions to other workers accurately, loudly, or quickly.
Hearing Requirements. The ability to hear, understand, and distinguish speech and/or other sounds. (i.e., in person speech, telephone, computer, etc.)
N"
sql database administrator,SQL Database Administrator,25,24,23,database,0.767,105000.0,3,0.0,https://www.linkedin.com/jobs/view/sql-database-administrator-at-optomi-3798146147,Optomi,"SQL Database Administrator (SQL Server, Azure)
Optomi, in partnership with a medical donation center is seeking a SQL DBA to join their team! This candidate will be responsible for managing databases and integrations using the Microsoft SQL Server platform fully onsite at their Charlotte, NC!
Must Have Skills / Requirements:
TOAD and T-SQL (Transact SQL) Stored Procedures and Triggers.
Four (4) years’ experience and extensive, hands-on knowledge of Microsoft SQL Server database development, administration, and performance tuning.
Well experienced at developing and managing cubed databases as well as strong understanding of OLAP tools.
Experience with SQL Server (Windows platform) in a clustered environment.
Solid knowledge of good promotion process and maintaining development lifecycle throughout implementation process.
Working knowledge of network communications, Multi-tiered Architecture.
Excellent communication, problem solving, analytical skills with detail-oriented mind set.
Ability to learn new technologies quickly and to work within a structured project methodology.
Ability to solve technical issues independently or with limited guidance.
Ability to translate business requirements into technical designs.
Four (4) + years of experience with Microsoft SQL Server, including SQL Agent jobs, SSIS packages.
Four (4) + years of experience with SQL programming objects, including stored procedures, user-defined functions, and common table expressions.
Four (4) + years of experience with database tuning and optimization.
Four (4) + years of comprehensive data warehouse analysis and design experience, with full knowledge of data warehouse methodologies and data modeling.
Must demonstrate proficiency with technical, conceptual, interpersonal, written, and verbal communication skills.
Must demonstrate ability to adapt to changing priorities and respond to problems creatively.
Participate in on-call rotation and assist with after-hours issues, as required.
Responsibilities"
cyber engineer,Cyber Engineer,25,25,17,security,0.785,174100.0,6,4.0,https://www.linkedin.com/jobs/view/cyber-engineer-sr-at-saic-3543053310,SAIC,"Job ID 2304191
Location
OMAHA, NE, US
Date Posted
2023-03-24
Category
Cyber
Subcategory
Cyber Engineer
Schedule
Full-time
Shift
Day Job
Travel
No
Minimum Clearance Required None
Clearance Level Must Be Able to Obtain
Secret
Potential for Remote Work
No
Description
We are looking for candidates passionate about craftsmanship, teamwork, and delivering user capability to join SAIC supporting the Air Force weather community on the Technology Application Development & Sustainment (TADS) contract.
Cyber Security Engineers will design, develop, and maintain software systems from science to operations within an empowered, cross-functional team. Work within and across practices and organizations to provide leading-edge technology or application solutions that result in meeting DoD Security standards, where the focus is on development and delivery. Interfaces with the government security managers and users on technical issues. Constructs, installs, and implements products or complex technology or application solutions for a unit or organization. Provides design and technical support on services/products solutions, utilizing current and emerging technologies. Provides technical presentations to internal and external clients.
Successful candidates will demonstrate the following characteristics
Growth Mindset
Self-Starter
Servant Leadership
Grit
Qualifications
TYPICAL EDUCATION AND EXPERIENCE Bachelors and five (5) years or more experience; Masters and three (3) years or more experience; PhD and 0 years related experience or 9 years of experience in lieu of degree
Experience with programming languages such as Java, React, Python
Determines enterprise information assurance and security standards.
Develops and implements information assurance/security standards and procedures.
Coordinates, develops, and evaluates security programs for an organization. Recommends information assurance/security solutions to support customers' requirements.
Identifies, reports, and resolves security "
design release engineer,Design Release Engineer,25,17,12,devops,0.756,64480.0,3,0.0,https://www.linkedin.com/jobs/view/design-release-engineer-wheels-at-segula-technologies-3735307041,SEGULA Technologies,"Company Description
MUST be authorized to work in the United States for any employer.
MUST be available to start working within 3 weeks of offer acceptance date.
SEGULA TECHNOLOGIES is assisting a major automotive OEM in hiring a
Design Release Engineer - Wheels
to join our growing team in
Auburn Hills, MI.
This is a DIRECT hire opportunity, NOT a Contractual role.
Our client offers a competitive salary and benefits plan including comprehensive relocation package, and great opportunities for career growth!
Job Description
Responsible for leading and executing the component design process with the Company’s supply base and the Product Design Studio achieve the component and system level functional objectives.
Responsible for the on-time delivery of components/systems from initial concept through vehicle launch.
Project management key process indicators (KPI's) and C/W/I efficiency will be utilized to monitor progress.
The Engineer will coordinate with vehicle team to ensure proper fit, form, and function of the components.
He/she will create source packages and work with purchasing to define and source the relevant components.
This role also establishes and executes component, sub-system, and vehicle test plans to validate the design.
Qualifications
Bachelor of Science Degree in Mechanical Engineering.
If a recent college graduate, 3.0 GPA minimum.
2 years engineering design and development experience (preferred).
Demonstration of automobile interest (automobile hobby, college project).
Demonstration of passion to work in the automotive industry.
Additional Information
All your information will be kept confidential according to EEO guidelines.
Show more
Show less"
data engineer manager,Data Engineer Manager,25,18,15,data,0.788,201175.0,4,16.0,https://www.linkedin.com/jobs/view/data-engineering-manager-at-alcority-3796356918,Alcority,"Job Summary
Alcority, a global professional services firm, is looking for an experienced Data Engineering Manager. The Data Engineering Manager, reporting to the Data Solutions Architect, expand and lead our data engineering team. As a strategic partner to a number of investments and operating companies around the world, Alcority is responsible for delivering technology solutions that help our partners create a competitive advantage. The ideal candidate will have strong leadership skills, technical expertise in data engineering, and excellent communication skills. The Data Engineering Manager will be responsible for overseeing the development and maintenance of our data engineering architecture, data pipelines, and data platforms, and must have experience in managing data engineering teams and working with the latest cloud based and Informatica SaaS technologies. He/she will have a passion for data with a keen interest to not only understand the technical components, but also understand the business context and impact of technical solutions that are provided.
The candidate can prioritize competing requirements, strategize development, guide in developing scalable solutions, and leverage AI for development.
Key Responsibilities
Lead and manage the internal Data Engineering Team, including hiring, training, coaching/mentoring, and performance management.
Develop resource plans to determine the right mix of internal and external resources; engage and manage 3rd party consultants/contractors as needed.
Develop and maintain the data engineering architecture and design to support the company's business objectives and strategy.
Develop and maintain data pipelines and data platforms using cloud-based technologies such as Informatica Data Management Cloud and Azure Data Factory ensuring data quality and reliability.
Work collaboratively with cross-functional teams and businesses including product management, data science, and analytics teams, to deliver data solutions that m"
sap business analyst,SAP Business Analyst,25,25,21,product,0.803,,2,4.0,https://www.linkedin.com/jobs/view/sap-business-analyst-at-v-group-inc-3802801793,V Group Inc.,"Client: Incture
Job Title: SAP Business Analyst (Warehouse)
Location: Columbus, Mississippi (ONSITE)
Position Type: 12+ Months (Contract)
Number of Hours: 40 Hrs/ week
Interview Type: Webcam
Ceipal ID: INC_SAP137_SB
Requirement ID: Incture13072023
Responsibilities
Processes improvement - document existing processes, identify and analyze gaps between current processes and the desired state, design new processes, develop process performance measures and plan the transition to new processes as needed
Follow policies and procedures including, but not limited to, Change Control, project management methodology, SOX controls
Leverage SAP industry standards and best practice
Serve as a key liaison between Supply Chain Operations and IT Development team to provide systems analysis and support
Partner with IT development team to test solutions, including updating appropriate documentation to Ensure smooth system integration and enhanced functionalities
Takes a lead role in working with peers to develop standards processes, procedures and documentation
Required /Desired Skills/ Experience/ Education
5+ years Strong understanding of various SAP Warehouse, Materials Management, or Production Planning modules and business processes.
Knowledge of SAP standard processes
Ability to translate business solutions into systems programs
Possess knowledge of software testing procedures
Knowledge of SAP system integrations
Excellent collaboration skills
Strong communication skills
Ability to react quickly to issues and opportunities
Strong analytical skills
Ability to react quickly and effectively to any issues that may arise
Extremely detail-oriented
Strong organizational and leadership skills
on an existing suite of complex requirements
V Group Inc. is an IT Services company which supplies IT staffing, project management, and delivery services in software, network, help desk and all IT areas. Our primary focus is the public sector including state and federal contracts. We have multiple a"
cyber security architect,Cyber Security Architect,25,25,21,security,0.777,,1,8.0,https://uk.linkedin.com/jobs/view/cyber-security-architect-dv-cleared-at-aspect-resources-ltd-3805253062,Aspect Resources Ltd,"Role: Cyber Security Architect - DV Cleared
Contract Length: 18 Months initially
Location:
Aldermaston (100% on site, maybe occasional remote days)
IR35: INSIDE
Rate: £87.53/hr (Umbrella)
Security Clearance: DV & Sole Uk National
Minimum Requirement:
DV clearance
Sole UK National
Security Architect experience
Has worked in a defence industry previously, eg MOD
Has had hands on experience in security applications and/or appliances
Security Architect skills
Good working knowledge
Firewalls
DevOps
Cloud
intrusion detection systems (IDS)
intrusion prevention systems (IPS)
Experience More Important Than Qualifications
Has worked in highly classified environments
Technical background
Endpoint detection
Technical background
Stakeholder Management
Hands on with security tooling
Can work autonomously and as part of a team
Use initiative, ask right questions, flag issues, fit into project
The Role:
Essentially a security architect
Provide security architecture/expertise/support the cyber security team
Work in conjunction with other functions - get right feel, tech controls, make job easier
Security controls put in place - networks/systems
Need own security architect within Cyber Security Team
Provides function out to Projects
Working on multiple classifications
To apply for this role please submit your latest CV or contact Aspect Resources on (phone number removed)
Show more
Show less"
it support engineer,IT Support Engineer,25,25,20,it_support,0.711,67080.0,4,0.0,https://uk.linkedin.com/jobs/view/it-support-engineer-at-get-staffed-online-recruitment-limited-3804259079,Get Staffed Online Recruitment Limited,"Desktop support 1st Line (Home based, with visits to client sites occasionally)
If you are looking for your next role in the IT industry, then look no further! We have an amazing opportunity with an established technical solutions company whose primary customer base is the Media industry.
Our client provides clients with a host of services, from data cabling to cloud solutions, hardware supply to Internet and voice services.
Please note because of the nature of their clients the successful candidate will have to sign an NDA, they work with clients across London, Brighton and the Home Counties.
Key Responsibilities
A successful Desktop Support – 1st Line duties:
Answering and resolution of technical queries via phone, email, and remote tools
Maintain a high degree of customer service for all support queries
Be pro-active when dealing with user issues and take ownership of problems
Maintain a log of any software or hardware problems detected
Support users in the use of computer equipment by providing necessary training and advice
Escalate more complex problems to the Technical Manager for resolution
Provide basic social media engagement with our followers.
Skills And Experience
The ideal candidate will have worked in a 1st Line Support role for at least 12 months previously and have experience of:
Supporting cloud-based services, specifically Azure, Microsoft Office 365 Admin Center and be able to demonstrate creating users, groups, and making changes safely
Basic to strong technical understanding of Windows 10/11, macOS, iOS, Android and Office 365 applications
Basic to strong technical understanding of PC, printer and scanner hardware set-up and configuration
Understanding of Cloud based Wi-Fi Management and resolution of issues
Experience of providing remote support for users and systems, including resolution of technical issues on the phone, and using remote support tools
Understanding of networks and how they work
The Ideal Candidate Will Also
Excellent customer "
infrastructure security engineer,Infrastructure Security Engineer,25,6,4,security,0.74,,1,0.0,https://www.linkedin.com/jobs/view/infrastructure-security-engineer-at-accroid-inc-3763534495,Accroid Inc,"Title:
Infrastructure Security Engineer
Location:
– 100% ONSITE –
2 Metrotech Brooklyn, NY 11201
Duration: 12 Months
Job Description
SCOPE OF SERVICES
Firewalls and Network – Next-Gen Firewall, Routing and Defensive Security, DNS, DDOS:
design, implementation, configuration, optimization and troubleshooting
Tasks
Participate in design meetings and reviews from a security and network perspective on assigned priority projects.
Propose networking security architecture to meet the business requirements and while adhering to OTI's best practices guidelines.
Collaborate with OTI's Architect teams for developing operable solutions for Citywide requirements.
Complete all requirements for installing new network or firewall devices.
Follow OTI process for new devices provisioning of integrated systems.
Configure ports, configure firewalls, and apply the base templates configurations, integrate the appliances into production network.
Develop and validate base configurations for operational use.
Create and review method-of-procedure for the change to be executed during the approved change window.
Open TAC cases as needed and identify root causes.
Review and implement network optimizations, network resilience and network failover testing as directed.
Develop plan and strategy for complex network upgrades.
Complete any additional tasks assigned by the manager.
MANDATORY SKILLS/EXPERIENCE Note
Minimum 10 years of experience in the field of networking, network security and firewalls
Must have hands-on experience with Palo Alto, Checkpoint and Cisco firewalls.
Deep understanding and experience of DNS, NTP, BGP and other critical infrastructure protocols.
Must understand BGP, MPLS, OSPF, IS-IS routing protocols in a large environment.
Deep understanding on routing, load balancing and networking infrastructure.
Desirable Skills/Experience
Hands on experience in Cisco and Palo Alto firewall technology
Additional experience in the field of load balancing.
Good project management skills
"
machine learning scientist,Machine Learning Scientist,25,18,16,ai,0.715,225800.0,5,24.0,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-lynntech-inc-3749196743,"Lynntech, Inc.","Lynntech, Inc., a rapidly growing technology development company specializing in transitioning innovative ideas and concepts into marketable products, is seeking a highly motivated and creative researcher to join our team. All work is done on our campus, remote work is not an option.
We Have An Opening For a Machine Learning (ML) Scientist To Develop Novel Platforms For Unsolved Or Frontier Challenges In This Domain. The Candidate Should Preferably Have 2 Years Of Relevant R&D Experience (industrial Or Academic), And Must Have Demonstrated Expertise In One Or More Of The Following Areas
The Research Scientist Is Responsible For
Designing, developing, and evaluating product-focused solutions utilizing machine learning methods, deep learning, computer vision, or natural language processing.
Working collaboratively on complex problems using machine learning to provide customized product solutions, such as intelligent systems, autonomous systems, improving training experience, and simplifying workflow processes.
Programming and Software Engineering with a strong focus on Machine Learning algorithms and methods.
Familiarity with evaluation of AI algorithm performance, Generative methods (e.g., GANs), AI Explainability methods, or AI Security (e.g., Adversarial Examples). Effective oral and written communication skills, organizational skills and technical writing ability are required. One or more of the following additional skills\/experiences are highly desired:
Conception of new research areas, grant proposal writing and managing research projects.
PhD.-level research that applied Math, Science or Statistics to implement computer analysis solutions (examples include Physics, Astronomy, Microscopy, Medical Imaging, Surface Science, Aerospace, Geo-spatial Intelligence, Genomic Signal Processing, Radio Frequency applications, etc.).
Training and validation of scalable ML models in a machine learning platform (e.g., TensorFlow, Keras, Lua or PyTorch) for AI applications. Th"
product owner,Product Owner,25,24,21,product,0.718,,4,8.0,https://www.linkedin.com/jobs/view/principal-product-owner-at-discover-financial-services-3777372500,Discover Financial Services,"Discover. A brighter future.
With us, you’ll do meaningful work from Day 1. Our collaborative culture is built on three core behaviors: We Play to Win, We Get Better Every Day & We Succeed Together. And we mean it — we want you to grow and make a difference at one of the world's leading digital banking and payments companies. We value what makes you unique so that you have an opportunity to shine.
Come build your future, while being the reason millions of people find a brighter financial future with Discover.
Job Description
Product Owner ensures an outcome for a product is delivered that meets the requests from stakeholders and customers. This requires a fundamental understanding of the business and its constraints (financial, marketing, compliance, legal, service, the customer environment, the technical capabilities, the user experience, etc.) in order to provide a solution that satisfies all stakeholders and customers. Actively manages and escalates risk and customer-impacting issues within the day-to-day role to management.
Responsibilities
Interacts and collaborates with stakeholders on key product considerations and aligns with product vision, features and roadmap. Leverages customer insights, feedback, financials, compliance and risk data to define product features and roadmap in partnership with other SMEs.
Establish Key Performance Indicators (KPIs) and Objects and Key Results (OKRs) for the product team and ensure alignment with senior leadership (e.g., SPO, Dir, etc.). Creates and/or maintains key product documentation (e.g., customer journey map, technical specs, process mapping, etc.). Identifies and defines key non-functional requirements (e.g., security, availability, performance, etc.) to achieve necessary product metrics. Owns definition of Minimum Viable Product (MVP) and features/user stories for delivery product roadmap; in-line with the Objectives and Key Results (OKRs) of the greater product vision outlined by SPO and/or Business Director is th"
"manager, cyber product owner","Manager, Cyber Product Owner",25,6,3,security,0.93,211350.0,5,0.0,https://www.linkedin.com/jobs/view/manager-cyber-product-owner-cryptographic-services-public-key-infrastructure-at-jobs-for-humanity-3788644522,Jobs for Humanity,"Company Description
Jobs for Humanity is partnering with Capital One to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located.
Company Name: Capital One
Job Description
Job Title: Manager, Cyber Product Owner - Cryptographic Services (Public Key Infrastructure) Location: Richmond, Virginia Company: Capital One Introduction: Capital One is a technology-oriented company that believes in Excellence and Doing the Right Thing. We deliver financial products at a massive scale through modern technology and constant innovation. As part of our commitment to delivering the best cybersecurity solutions, we are seeking a product owner to help us develop game-changing cybersecurity solutions based on threat, data, and design thinking. Job Description: As a Product Owner for Cryptographic Services in the Data Protection domain, you will contribute to and deliver our strategic agenda for core cyber products. Your role will involve driving product vision, guiding development teams, shaping products based on customer feedback, and delivering well-managed and sustainable features. Your deep technical knowledge in cybersecurity and software engineering will be crucial to driving impactful improvements to our cyber capabilities. Responsibilities: - Communicate the delivery roadmap to technology teams, inspiring them through the product vision. - Clearly articulate the target persona, customer benefit, and value of features across teams. - Leverage technical knowledge to effectively support engineering teams in delivering value. - Utilize expertise in PKI, encryption algorithms, and data protection to represent "
ux/ui designer,Ux/ui Designer,24,24,23,design_ux,0.681,102500.0,7,4.2,https://www.linkedin.com/jobs/view/senior-ux-ui-designer-at-mda-edge-3768033997,MDA Edge,"Benefits: Medical, Dental, Vision, Life insurance, Paid time off, Matching 401k, Mental health benefits.
Duties & Responsibilities
Collaborate with Product Managers and Key Stakeholders to understand project goals, target audience, and user requirements.
Conduct user research and usability testing to gather insights and inform design decisions.
Create wireframes, prototypes, and high-fidelity designs that effectively communicate interaction and design concepts.
Develop user flows, information architecture, and navigation maps to guide the user experience.
Design visually appealing user interfaces that adhere to brand guidelines and maintain consistency across platforms.
Iterate designs based on feedback, user testing, and data analysis to continuously improve the user experience.
Collaborate with developers to ensure seamless implementation of design concepts and provide guidance throughout the development process.
Stay up to date with industry trends, best practices, and emerging technologies to incorporate innovative design solutions.
Advocate for user-centered design principles and educate stakeholders on the importance of UX/UI design in achieving business goals.
Excellent collaborative and brainstorming skills.
Ability to deliver high quality work on tight schedules.
Must Haves
Bachelor's degree in HCI, Design, Computer Science or equivalent practical experience.
A strong understanding of user-centered design, interaction design, and information architecture.
Highly organized and disciplined in work approach, but also flexible and able to adapt to changing circumstances as needed.
UX design experience, with a focus on B2C products.
Self-motivated and able to work with little daily guidance.
Comfortable working cross-functionally to drive impact across the organization.
Show more
Show less"
penetration tester,Penetration Tester,24,24,21,security,0.778,,3,0.0,https://www.linkedin.com/jobs/view/penetration-tester-sme-at-eversource-solutions-llc-3796992169,Eversource Solutions LLC,"RESPONSIBILITIES:
Assesses the current state of the customer’s system security by identifying all vulnerabilities and security measures. Helps customers perform analysis and mitigation of security vulnerabilities.
Design, perform and report on penetration testing of systems including cloud to satisfy the NIST 800-53 CA-8 security control and using methodologies that may include, NIST SP 800-115, Penetration Testing Execution Standard (PTES), and Information Systems Security Assessment Framework (ISSAF).
Produce reports and conduct management briefings on test activities, scenarios, results and recommendations.
Understand how to create unique exploit code, bypass AV and mimic adversarial threats.
Stay abreast of current attack vectors and unique methods for exploitation of computer networks.
Provide support to incident response teams through capability enhancement and reporting.
Assist in Red Cell maintaining infrastructure.
Develop or modify tools that automate discovery or exploitation (e.g. bash, Python, JavaScript, PowerShell)
Mentor Mid and Jr staff members by providing guidance on best security practices and communication techniques.
QUALIFICATIONS:
Minimum Qualifications:
Bachelor’s Degree and a minimum of 9 years’ experience required. An additional 4 years of experience may be substituted in lieu of degree.
Must have one of the following certs: CASP+ CE, CCNA Cyber Ops, CCNA-Security, CCNP Security, CEH, CFR, CISA, CISSP, Cloud+, CySA+, GCED, GCIA, GCIH, GICSP, or SCYBER.
Organize and lead efforts that document and design improvement strategies for discovered vulnerabilities and monitoring gaps.
Understand common web application vulnerabilities like SQLi, XSS, CSRF, and HTTP Flooding.
Proficient at conducting network or software vulnerability assessments and penetration testing utilizing reverse engineering techniques.
Proficient at conducting network or software vulnerability assessments and penetration testing utilizing using automated and manual TTPs.
Prov"
oracle database administrator,Oracle Database Administrator,24,22,19,database,0.772,,2,8.3,https://www.linkedin.com/jobs/view/oracle-database-administrator-at-tata-consultancy-services-3798162525,Tata Consultancy Services,"Role- Oracle Database Administrator
Location-Philadelphia, Pennsylvania
Job Title Oracle Core DBA (Exadata Admin)
Relevant Experience (in Yrs) 8-12 Yrs
Technical/Functional Skills Must have skills: Exadata Admin, Core DBA, OCI, DB Storage, DB Backup Nice to have skills: Basic knowledge of Linux system administration, Cloud Networking
Experience Required -Creating an EXACC instance and Database Deployment
-Administering an EXACC instance
-Create and Manage Users for Oracle Cloud at Customer
-Create and Manage Keys and Certificates
-Manage & Configure Object Storage for DB Backups
-Patching of EXACC and DB
Roles & Responsibilities
-Manage all components of EXACC (Compute, Storage, Security & networking)
-Monitor Oracle Cloud services and set alert thresholds for specific metrics.
-Monitor Your Usage and Universal Credits Balance for Oracle Cloud at Customer
Generic Managerial Skills
Working closely with development teams to understand their requirements, provide guidance on Exadata best practices, and assist in deploying applications.
Documenting configurations, processes, and best practices, as well as sharing knowledge with team members and stakeholders.
Thanks & Regards,
Disha Ranjan
Talent Acquisition Group- North America
Tata Consultancy Services
Malito: r.disha@tcs.com
Website: https://www.tcs.com
Show more
Show less"
digital product manager,Digital Product Manager,24,14,12,product,0.712,,2,0.0,https://www.linkedin.com/jobs/view/digital-product-manager-vice-president-at-jpmorgan-chase-co-3787224896,JPMorgan Chase & Co.,"Job Description
You enjoy shaping the future of product innovation as a core leader, driving value for customers, guiding successful launches, and exceeding expectations. Join our dynamic team and make a meaningful impact by delivering high-quality products that resonate with clients.
As a Product Manager in Commercial Banking Digital Product Team, you are an integral part of the team that innovates new product offerings and leads the end-to-end product life cycle. As a core leader, you are responsible for acting as the voice of the customer and developing profitable products that provide customer value. Utilizing your deep understanding of how to get a product off the ground, you guide the successful launch of products, gather crucial feedback, and ensure top-tier client experiences. With a strong commitment to scalability, resiliency, and stability, you collaborate closely with cross-functional teams to deliver high-quality products that exceed customer expectations.
Job Responsibilities
Develop strategic product roadmaps, feature roadmaps, drive prioritization of features while balancing customer/business impacts, and create detailed business requirements intended for digital architects, development scrum teams and designers
Define success metrics for product features
Negotiate scope and timelines to achieve KPIs, and leverage data and user research to make product enhancement recommendations
Experience planning, managing and leading high-visibility projects in a high-paced, constantly changing and highly matrixed work environment
Help remove roadblocks and obstacles to ensure the successful delivery of product features
Provide marketing and product packaging support to sales and service organizations
Build and present end to end executive product updates inclusive of current production metrics, new feature delivery planning and financial forecasting
Required Qualifications, Capabilities, And Skills
5+ years of Digital Product Management experience with strong te"
business intelligence manager,Business Intelligence Manager,24,22,21,data,0.756,114000.0,9,0.0,https://www.linkedin.com/jobs/view/business-intelligence-manager-at-gardaworld-3787602504,GardaWorld,"Job Description
About GardaWorld
GardaWorld is the world’s largest privately owned security services company. We protect our clients’ staff and assets, wherever they are in the world. We offer different schedules, diverse work assignments spanning multiple industries and career advancement opportunities. We encourage diversity and are proud to be an equal-opportunity employer. GardaWorld Security Services is looking for a Business Intelligence Manager for our headquarters in St. Louis, MO.
Business Intelligence Manager
The Business Intelligence Manager is responsible for leading a team of Business Intelligence Analysts and planning, coordinating, and supervising all activities related to the design, development, and implementation of organizational reporting and analytics. The BI Manager is also responsible for maintaining, supporting, and upgrading reports, dashboards, and data warehouse to meet the needs of multiple GWSS departments. The position requires a subject-matter expert on effective and efficient information retrieval and delivery to key stakeholders. The Manager must represent GardaWorld’s Core Values: Integrity, Trust, Vigilance, and Respect.
Primary Responsibilities & Duties
Manager of a team of Business Intelligence Analysts in the day-to-day job performance of their jobs.
Demonstrates senior-level leadership skills and experience in guiding the team to build sustainable insights.
Partners with function leaders to understand business drivers, understand and communicate the limitations and capabilities of the data, and define appropriate solutions.
Manages a portfolio of work from small projects to individual Ad-Hoc requests, working with stakeholders to set priority, assigning appropriate resources, and managing team workload.
Architect, design, develop, update, and optimize Power BI dashboards, reports, and scorecards to meet business requirements.
Guides priorities for data warehouse enhancements
Influences the organization to build a data-centric m"
quality assurance automation,Quality Assurance Automation,24,23,17,qa,0.79,,1,0.0,https://www.linkedin.com/jobs/view/lead-qa-automation-at-it-minds-llc-3793676762,IT Minds LLC,"Responsibilities
Develop and execute test plans and test cases with a strong emphasis on using code to solve technical challenges and shorten the test cycle through automation.
Estimate test efforts, analyze and communicate test results.
Add to and improve our existing test automation framework, tools and technologies, to continually advance the quality bar.
Write specialized testing tools for our software platform, as needed.
Collaborate with teammates in Development, Test and Product Management to design and implement test and validation strategies.
Contribute to the maintenance and expansion of our Continuous Integration (CI) environment.
Identify required improvements in the test and development processes; make contributions to our automation tools, successfully addressing specific needs.
Participate in day-to-day QA activities.
Candidate Profile
10+ years' experience as a QA Automation Engineer
Experience with UI test automation frameworks (Selenium, Cypress, Appium)
Experience with API test automation frameworks against well-known protocols
Experience automating tests using JS frameworks, primarily (though other experience is welcome!)
Some experience writing React code in order to demonstrate an understanding of how tests and React work together (we will test on this during interviews!)
Experience automating tasks with shell scripting languages such as Bash, Zsh,etc.
Solid knowledge of SQL and web (micro)services consumption
Strong knowledge of OOP along with requisite coding and debugging skills
A firm grasp of software design principles, patterns, algorithms, data structures and multithreading concepts
Knowledge of continuous integration practices, preferably using AWS
CodePipeline (Jenkins / Hudson / Bamboo equivalent)
Experience with BDD automation frameworks (Cucumber, Behave)
A passion for quality assurance
Drive and capacity to learn new processes and technologies
Strong teamwork and collaborative skills
Written and verbal communication skills
Impress "
